bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,sqft_above,sqft_basement,yr_built,water_view_score,zipcode,sqft_per_bedroom,age,predicted_price
3.0,2.0,1760,6875,1.0,4,1760,0,1967,0,98072,440.0,58,476348.34618854243
3.0,1.0,1650,6400,1.0,4,980,670,1954,0,98106,412.5,71,321352.42747126345
4.0,3.75,3520,3944,1.5,5,2200,1320,1913,0,98109,704.0,112,1172911.8454895378
4.0,2.5,2910,5000,2.0,3,2910,0,2002,0,98042,582.0,23,470729.6391483623
3.0,2.0,1470,10052,1.0,4,1470,0,1956,0,98125,367.5,69,412297.9389750521
2.0,1.75,1950,10766,1.0,4,1160,790,1952,3,98166,650.0,73,562637.6186249503
4.0,2.25,1940,9144,1.0,4,1430,510,1956,0,98007,388.0,69,611749.7763851101
4.0,2.5,3080,35430,2.0,3,3080,0,1997,0,98053,616.0,28,755017.1044386709
4.0,2.5,2990,8913,2.0,4,2990,0,1991,0,98058,598.0,34,550467.828351398
3.0,2.5,2280,2502,2.0,3,1880,400,2006,0,98027,570.0,19,497591.59291859146
3.0,1.0,1800,7650,1.0,5,1800,0,1957,0,98056,450.0,68,399454.4276095295
5.0,1.75,2220,6000,1.5,3,1420,800,1923,0,98199,370.0,102,667473.1254243252
3.0,2.5,2090,6045,2.0,3,2090,0,2000,0,98056,522.5,25,422237.534625559
3.0,1.75,1650,5100,1.0,5,1040,610,1908,0,98115,412.5,117,590202.9285889738
2.0,2.5,1590,2656,2.0,3,1220,370,2009,0,98106,530.0,16,335606.99358828145
4.0,2.75,3190,10970,2.0,3,3190,0,1994,0,98075,638.0,31,774764.7168475236
3.0,1.0,1740,10875,1.0,4,1020,720,1962,0,98188,435.0,63,179820.18811335624
3.0,2.25,1640,7350,1.0,3,1140,500,1984,0,98003,410.0,41,199761.02199546254
4.0,2.5,4270,43386,1.0,3,2680,1590,1991,0,98053,854.0,34,884615.4367703651
3.0,2.75,2090,9620,1.0,3,1340,750,1987,0,98023,522.5,38,254748.26299479324
3.0,1.75,1300,7958,1.0,3,1300,0,1996,0,98092,325.0,29,150613.53477876837
4.0,2.5,2160,6223,2.0,3,2160,0,2010,0,98038,432.0,15,341516.02708291786
3.0,2.5,1870,7344,1.0,3,1470,400,1980,0,98034,467.5,45,477176.13379455253
3.0,1.0,1060,5200,1.0,5,1060,0,1970,0,98042,265.0,55,137053.58160543698
4.0,2.5,2570,4865,2.0,3,2570,0,2005,0,98038,514.0,20,427848.9055436292
5.0,1.5,2680,28014,1.0,4,1450,1230,1963,0,98004,446.6666666666667,62,1037170.8025674042
4.0,2.5,2600,17388,2.0,3,2600,0,1996,0,98059,520.0,29,504436.5228532807
4.0,2.5,3420,30410,2.0,3,3420,0,1988,0,98077,684.0,37,775905.4474454811
3.0,1.75,1850,7735,1.0,4,1850,0,1983,0,98027,462.5,42,478772.6736353852
4.0,2.5,2360,4367,2.0,3,2360,0,2003,0,98072,472.0,22,540798.3946798502
3.0,2.5,2180,15693,1.0,4,1850,330,1979,0,98075,545.0,46,597594.5964959648
3.0,2.0,1730,38884,1.0,3,1730,0,1997,0,98038,432.5,28,286991.2414651671
4.0,2.5,2290,4539,2.0,3,2290,0,2001,0,98058,458.0,24,381349.6920525539
3.0,3.25,1450,1387,2.0,3,1180,270,2013,0,98106,362.5,12,317942.4131166627
5.0,2.75,2080,13189,2.0,3,2080,0,1987,0,98074,346.6666666666667,38,506476.7155792665
3.0,1.0,1320,5000,1.5,3,1320,0,1912,0,98116,330.0,113,486751.0259514108
3.0,2.0,1170,5360,1.0,3,1170,0,1919,0,98106,292.5,106,297692.84929851437
2.0,1.0,1250,8100,1.0,4,1250,0,1947,0,98125,416.6666666666667,78,356814.9874739733
3.0,1.75,3600,8666,2.0,4,2400,1200,1948,0,98033,900.0,77,903831.192201978
4.0,2.25,2330,8994,2.0,3,2330,0,1986,0,98052,466.0,39,632834.2014805655
4.0,2.0,1590,6750,1.0,3,1590,0,1951,0,98102,318.0,74,630924.0659692632
3.0,1.0,1640,18144,1.5,3,1640,0,1942,0,98168,410.0,83,275471.4327495445
3.0,2.5,3180,12600,2.0,4,3180,0,1978,0,98074,795.0,47,786464.9654866344
4.0,2.5,2180,3375,1.5,4,1420,760,1926,0,98117,436.0,99,621846.5525100278
3.0,2.75,2500,5568,2.0,5,2500,0,1905,0,98112,625.0,120,1129500.7554630535
5.0,2.0,3370,5000,1.5,4,2140,1230,1907,0,98109,561.6666666666666,118,1062946.3234536014
6.0,2.75,2980,5000,1.5,3,2480,500,1916,0,98103,425.7142857142857,109,802635.4534141046
4.0,3.5,3480,7232,2.0,3,2580,900,1926,0,98144,696.0,99,861304.2077410148
3.0,2.5,1590,3411,2.0,3,1590,0,2000,0,98065,397.5,25,317024.66498736927
3.0,1.75,1630,1526,3.0,3,1630,0,2014,0,98103,407.5,11,525658.870438296
4.0,3.0,4260,18687,2.0,3,4260,0,1996,0,98075,852.0,29,1004284.7206779555
3.0,2.25,2880,9750,2.0,3,2880,0,1989,0,98006,720.0,36,804496.4993737852
5.0,2.5,2340,4500,2.0,3,2340,0,2009,0,98059,390.0,16,430955.5420422887
3.0,1.5,1270,5112,1.0,3,1270,0,1950,0,98115,317.5,75,509148.20993657305
3.0,2.0,2110,5150,1.0,5,1080,1030,1919,0,98118,527.5,106,488584.3335924879
3.0,1.75,1640,13500,1.0,3,1110,530,1940,0,98125,410.0,85,373451.7252457109
3.0,2.5,1610,7223,2.0,3,1610,0,1994,0,98030,402.5,31,246806.2956981368
5.0,2.25,3120,16672,2.0,4,3120,0,1969,0,98004,520.0,56,1233912.4645609595
4.0,2.75,3770,10900,2.0,5,3070,700,1924,2,98144,754.0,101,1068612.0471246457
4.0,2.5,2052,3723,2.0,3,2052,0,2014,0,98003,410.4,11,287387.3318793997
4.0,3.5,4910,9444,1.5,3,3110,1800,2007,0,98074,982.0,18,974959.6451488549
4.0,2.5,2000,5962,2.0,3,2000,0,1999,0,98133,400.0,26,443957.8726789662
3.0,1.0,1150,6000,1.5,3,1150,0,1927,0,98045,287.5,98,184826.61603249598
3.0,1.0,1320,8450,1.0,3,880,440,1961,0,98023,330.0,64,77960.06682221702
4.0,3.5,3910,59863,2.0,4,2490,1420,1987,0,98027,782.0,38,778837.5215355608
4.0,2.5,2790,230868,2.0,3,2790,0,1989,0,98077,558.0,36,648907.64891844
4.0,2.5,3030,12590,1.5,4,3030,0,1988,0,98004,606.0,37,1249994.1847816892
4.0,2.0,2340,50233,1.0,4,1170,1170,1966,0,98075,468.0,59,524296.9913739137
3.0,3.0,3740,39640,2.0,3,3740,0,1991,2,98070,935.0,34,846425.8177009346
4.0,2.5,2810,10613,2.0,3,2810,0,1989,0,98006,562.0,36,778595.3039926371
2.0,1.5,1130,746,2.0,3,1030,100,2009,0,98107,376.6666666666667,16,445671.04256088217
2.0,1.0,1240,6400,1.0,4,1060,180,1938,1,98126,413.3333333333333,87,429233.1235100253
4.0,1.75,1720,6975,1.0,3,1420,300,1975,0,98052,344.0,50,495000.2656955515
2.0,1.0,1680,6500,1.0,4,1140,540,1941,0,98136,560.0,84,497452.95098300074
3.0,1.75,1726,197326,2.0,4,1726,0,1982,0,98070,431.5,43,308679.1887715622
3.0,1.0,940,10368,1.0,3,940,0,1965,0,98052,235.0,60,356991.30254197284
4.0,1.0,1860,4736,1.5,1,1860,0,1901,0,98112,372.0,124,859034.1063186856
3.0,1.0,960,8855,1.0,4,960,0,1958,0,98155,240.0,67,240473.93517767044
4.0,2.5,2040,6034,2.0,3,2040,0,1990,0,98115,408.0,35,644452.0883787957
2.0,1.0,1890,5202,1.5,4,1890,0,1909,0,98117,630.0,116,629265.4741482983
2.0,1.5,1800,26615,1.0,5,1240,560,1987,0,98092,600.0,38,259480.032410061
5.0,1.5,1730,9230,1.0,3,1010,720,1962,0,98058,288.3333333333333,63,190688.77055151807
2.0,1.5,1930,3521,2.0,3,1930,0,1989,0,98007,643.3333333333334,36,614620.778809816
3.0,2.25,1860,11227,2.0,3,1860,0,1995,0,98038,465.0,30,292073.93691866717
3.0,1.0,1320,9000,1.0,3,1320,0,1966,0,98001,330.0,59,149985.09135624935
4.0,3.5,4040,50479,2.0,3,4040,0,1987,0,98077,808.0,38,933965.5692987011
3.0,1.75,1180,16552,1.0,4,1180,0,1967,0,98072,295.0,58,347853.3420594294
4.0,2.5,2807,9430,2.0,3,2807,0,1996,0,98028,561.4,29,594199.2016136084
2.0,1.0,1110,26051,1.0,3,1110,0,1951,0,98168,370.0,74,194041.1174848241
3.0,1.75,1990,5560,1.0,4,1100,890,1939,0,98105,497.5,86,805737.5326180141
4.0,2.5,2700,5100,1.0,4,1440,1260,1968,0,98136,540.0,57,644489.8194110168
3.0,2.25,1580,39189,1.0,3,1180,400,1992,0,98053,395.0,33,445028.28354857565
4.0,1.5,1770,5750,2.0,3,1770,0,1947,0,98116,354.0,78,556768.2726973868
4.0,2.0,1700,6025,1.0,3,1700,0,1978,0,98002,340.0,47,234722.68936725782
2.0,1.0,930,7740,1.0,3,930,0,1924,0,98125,310.0,101,272393.9906766538
3.0,1.75,1850,6869,1.0,5,1100,750,1919,2,98166,462.5,106,501165.73018136935
3.0,2.5,1560,4200,2.0,3,1560,0,2003,0,98038,390.0,22,234459.38673516084
4.0,3.0,4500,21780,2.0,3,3040,1460,1980,2,98040,900.0,45,1288820.2760253102
3.0,1.75,1040,9000,1.0,4,1040,0,1967,0,98027,260.0,58,312300.1287318915
4.0,2.5,2380,12067,2.0,3,2380,0,2002,0,98059,476.0,23,457291.5939154681
4.0,2.75,2160,5005,1.0,3,1430,730,1987,0,98115,432.0,38,638012.8305183861
4.0,2.5,2210,6080,1.0,4,1410,800,1965,2,98178,442.0,60,458663.19037308247
5.0,2.5,3600,17300,1.0,4,2410,1190,1968,0,98166,600.0,57,673219.3829891981
2.0,3.0,3160,66646,2.0,3,3160,0,1993,0,98077,1053.3333333333333,32,776797.6491531072
4.0,2.25,3250,16684,2.0,3,3250,0,1979,0,98039,650.0,46,1068152.2820049324
3.0,1.75,1760,10780,1.0,3,1760,0,1977,0,98005,440.0,48,620337.9044793899
3.0,2.0,1350,11150,1.0,3,1110,240,1995,0,98045,337.5,30,233249.22691884323
3.0,1.0,960,7314,1.0,5,960,0,1960,0,98002,240.0,65,114103.02536074474
4.0,1.0,1290,5000,1.5,3,1290,0,1957,0,98146,258.0,68,239056.50755324418
4.0,2.5,2140,7245,2.0,3,2140,0,2003,0,98133,428.0,22,472288.24324976135
2.0,1.0,1230,3800,1.0,3,1230,0,1928,0,98115,410.0,97,508267.48437929514
3.0,2.5,1660,6263,2.0,3,1660,0,2003,0,98042,415.0,22,226968.89184304257
3.0,2.5,1720,3012,2.0,3,1720,0,2011,0,98133,430.0,14,399773.09445654764
4.0,2.25,2280,6660,1.5,3,1960,320,1940,2,98119,456.0,85,931153.5192155084
4.0,2.5,3760,29224,2.0,3,3760,0,1987,0,98052,752.0,38,937748.7753957023
3.0,2.5,2400,9701,1.0,3,2400,0,1990,0,98023,600.0,35,382096.5168505093
4.0,1.0,1720,4011,1.5,4,1720,0,1904,0,98107,344.0,121,588698.7757078307
3.0,2.25,1250,7500,1.0,5,1250,0,1942,0,98146,312.5,83,342401.1274965609
3.0,1.75,1880,10032,1.0,4,1880,0,1984,0,98006,470.0,41,632046.7160055361
3.0,1.0,1150,5100,2.0,3,1150,0,1911,0,98136,287.5,114,374300.9755047029
4.0,2.75,3280,24440,2.0,3,3280,0,1996,0,98077,656.0,29,752077.9524131579
3.0,1.0,1250,6180,1.5,3,1250,0,1955,0,98155,312.5,70,266023.6847584465
3.0,3.25,1630,1677,3.0,3,1630,0,2007,0,98133,407.5,18,373910.5138649501
3.0,1.5,1270,20700,1.0,2,1150,120,1948,0,98155,317.5,77,268245.52096863865
2.0,1.0,1620,9205,1.0,5,850,770,1921,0,98034,540.0,104,420620.1676880292
4.0,2.5,2530,5048,2.0,3,2530,0,2014,0,98038,506.0,11,417657.28972779715
2.0,1.0,590,10945,1.5,3,590,0,1983,0,98010,196.66666666666666,42,77320.81687049259
3.0,1.0,1030,4958,1.0,5,1030,0,1952,0,98105,257.5,73,684874.82327521
2.0,1.75,1740,5400,1.0,4,990,750,1946,0,98115,580.0,79,585307.5689116229
3.0,3.25,1540,704,3.0,3,1540,0,2011,0,98122,385.0,14,544845.8958860645
3.0,2.25,1480,5400,2.0,4,1480,0,1914,0,98122,370.0,111,574506.0462047287
3.0,1.0,1290,5500,1.0,3,980,310,1951,0,98136,322.5,74,395474.00836541166
2.0,1.5,1630,3780,1.0,4,890,740,1940,0,98107,543.3333333333334,85,556783.1794161489
4.0,2.5,3350,46748,2.0,3,3350,0,2004,0,98010,670.0,21,645762.6309846628
3.0,1.0,1660,11783,1.0,4,1160,500,1978,0,98077,415.0,47,388926.21899249486
3.0,2.0,2130,35169,1.0,4,2130,0,1989,0,98072,532.5,36,549958.0493804037
2.0,1.75,1060,1241,2.0,3,960,100,2008,0,98144,353.3333333333333,17,397896.1938250853
3.0,2.5,1960,3480,2.0,3,1960,0,2004,0,98056,490.0,21,394094.4337207494
3.0,2.5,1430,1002,3.0,3,1430,0,2002,0,98103,357.5,23,507507.26656309096
2.0,1.0,740,9003,1.0,3,740,0,1949,0,98031,246.66666666666666,76,62887.079918613366
5.0,3.0,2790,19439,1.0,5,1500,1290,1973,3,98058,465.0,52,599785.2331359407
2.0,1.0,910,9612,1.0,4,910,0,1981,0,98058,303.3333333333333,44,137911.83125053084
4.0,1.75,2130,5080,1.5,3,2130,0,1914,0,98119,426.0,111,814481.2331479676
4.0,2.75,2450,15002,1.0,5,2450,0,1974,0,98166,490.0,51,589861.4837105755
3.0,2.0,1790,42399,1.0,4,1790,0,1990,0,98092,447.5,35,283708.4293275522
5.0,1.75,1890,5000,1.5,3,1090,800,1906,0,98107,315.0,119,533035.392281029
3.0,2.5,2170,5000,2.0,3,2170,0,2003,0,98029,542.5,22,586348.6343575655
3.0,1.0,1220,4800,1.0,3,1220,0,1901,0,98122,305.0,124,495009.782777644
3.0,2.5,1670,3565,2.0,3,1670,0,1999,0,98072,417.5,26,414586.42323917244
2.0,1.0,1320,8830,1.0,3,1020,300,1939,0,98199,440.0,86,566558.6676893311
4.0,3.5,3200,3250,2.0,3,2670,530,2007,0,98029,640.0,18,761358.3891825576
4.0,1.75,2020,7029,1.0,4,1430,590,1979,0,98052,404.0,46,550777.6725711616
3.0,2.25,1820,8008,1.0,3,1240,580,1981,0,98052,455.0,44,519421.15671784146
4.0,2.5,2150,12028,2.0,4,2150,0,1982,0,98052,430.0,43,624643.7899478532
2.0,2.5,2410,102366,1.0,4,1940,470,1912,0,98024,803.3333333333334,113,670105.7163900343
4.0,1.75,2400,7700,1.5,4,1500,900,1927,0,98133,480.0,98,472640.99090959906
5.0,2.5,3840,16905,2.0,3,3840,0,1991,0,98023,640.0,34,616964.0467173416
3.0,1.5,1470,7200,2.0,4,1470,0,1907,0,98118,367.5,118,388611.31956543645
3.0,1.0,1330,15678,1.0,3,900,430,1984,0,98074,332.5,41,322458.8267426615
5.0,4.0,3760,28040,2.0,3,3760,0,1983,0,98033,626.6666666666666,42,1047560.5643730873
3.0,1.5,1270,1413,3.0,3,1270,0,2007,0,98115,317.5,18,439030.42820524774
4.0,3.0,2440,9600,2.0,5,2440,0,1961,0,98034,488.0,64,647939.8090894138
4.0,2.5,2090,5195,2.0,3,2090,0,2007,0,98031,418.0,18,314186.5146171786
2.0,1.0,2020,7200,1.0,4,1700,320,1947,3,98146,673.3333333333334,78,595134.0804056255
3.0,1.75,1730,11325,1.0,5,1730,0,1972,0,98031,432.5,53,313677.74704577425
4.0,3.0,2690,28300,1.0,3,2690,0,1954,0,98166,538.0,71,608805.9505504806
3.0,2.0,2010,251341,2.0,3,1510,500,2003,0,98019,502.5,22,331952.9184322758
3.0,2.0,1900,8100,1.0,4,950,950,1940,0,98115,475.0,85,590089.2432789548
3.0,2.5,2070,8337,2.0,3,2070,0,1997,0,98030,517.5,28,342651.28596927074
5.0,3.25,3850,16249,2.0,3,3030,820,2002,2,98092,641.6666666666666,23,689673.4410354042
4.0,1.75,1420,5000,1.5,4,1420,0,1945,0,98117,284.0,80,509483.330833863
4.0,1.0,2080,5500,1.0,3,1040,1040,1941,0,98117,416.0,84,522482.3280495978
2.0,2.0,1540,54450,2.0,3,1540,0,1983,0,98053,513.3333333333334,42,457985.5374513119
2.0,1.0,700,10540,1.0,3,700,0,1953,0,98166,233.33333333333334,72,168546.44762552052
4.0,1.75,1660,3800,1.5,3,1660,0,1926,0,98115,332.0,99,571881.984122853
3.0,1.5,2060,15837,1.5,3,2060,0,1903,0,98057,515.0,122,342171.4991531888
3.0,2.25,2670,7500,1.0,4,1640,1030,1966,0,98166,667.5,59,523565.36985914636
3.0,1.0,1400,7066,1.0,3,1400,0,1957,0,98125,350.0,68,347681.18886766117
3.0,1.5,1180,7300,1.0,4,1180,0,1968,0,98002,295.0,57,151490.84312168043
3.0,1.0,1640,12384,1.0,4,1090,550,1954,0,98003,410.0,71,187213.04569674062
3.0,2.25,2330,4000,1.5,5,1520,810,1927,2,98115,582.5,98,816293.4930811662
3.0,2.5,1870,5013,2.0,3,1870,0,2003,0,98011,467.5,22,392450.15503058524
3.0,2.0,1490,4800,2.0,5,1490,0,1948,0,98117,372.5,77,553531.4963354196
3.0,1.0,1270,8400,1.0,3,1270,0,1955,0,98011,317.5,70,263205.3256237363
4.0,2.5,2780,6369,1.0,3,1590,1190,1978,0,98034,556.0,47,576257.239920578
3.0,2.0,1590,35988,1.0,4,1590,0,1974,0,98058,397.5,51,294575.85074050725
4.0,2.5,2410,4780,2.0,3,2410,0,2000,0,98065,482.0,25,471258.7689248556
4.0,2.5,3430,10157,2.0,3,3430,0,2000,0,98034,686.0,25,789122.4752216002
3.0,2.5,2380,6832,2.0,3,2380,0,2002,0,98065,595.0,23,482315.92477393104
3.0,2.75,1910,7280,1.0,3,1160,750,1979,0,98034,477.5,46,460167.04173642537
2.0,1.0,780,3910,1.0,3,780,0,1918,0,98126,260.0,107,277979.00472037814
3.0,1.5,1140,8340,1.0,3,1140,0,1960,0,98168,285.0,65,195430.68187293096
3.0,2.25,2350,10450,1.0,3,1390,960,1977,0,98028,587.5,48,452993.1568889726
2.0,1.5,1010,7719,2.0,3,1010,0,1981,0,98056,336.6666666666667,44,187978.46968386503
3.0,2.5,2260,10153,2.0,3,2260,0,1987,0,98074,565.0,38,570379.0746327208
3.0,1.0,890,8400,1.0,4,890,0,1954,0,98056,222.5,71,188029.2064354645
4.0,1.5,1720,6417,1.0,3,1720,0,1953,0,98125,344.0,72,413146.06172688585
3.0,2.5,1480,1961,2.0,3,1480,0,2005,0,98029,370.0,20,441200.12187221873
3.0,2.5,1520,2208,2.0,3,1040,480,2007,0,98119,380.0,18,646372.6440465619
5.0,2.5,2450,6994,2.0,3,2450,0,2002,0,98030,408.3333333333333,23,386965.6013832947
3.0,1.75,1630,28600,1.0,3,1630,0,1967,0,98072,407.5,58,421188.7212114573
5.0,3.5,5430,10327,2.0,3,4010,1420,2007,2,98006,905.0,18,1302724.2284432808
4.0,2.75,2310,4020,3.0,5,2310,0,1979,0,98122,462.0,46,723794.9672256634
2.0,1.0,1320,8865,1.0,4,1320,0,1943,0,98168,440.0,82,261181.64813409816
3.0,2.5,1800,2700,2.0,3,1800,0,2011,0,98126,450.0,14,469983.83800641913
4.0,2.25,2600,6390,1.0,3,1390,1210,1978,0,98023,520.0,47,288286.48120112706
5.0,3.0,1880,5000,1.0,3,1100,780,1997,0,98106,313.3333333333333,28,353038.04797324084
3.0,2.5,1540,1326,3.0,3,1390,150,1995,0,98119,385.0,30,654781.7140184073
4.0,3.5,3370,3634,2.0,3,2750,620,2007,0,98029,674.0,18,788335.3847934428
3.0,2.75,2500,7378,1.0,5,1390,1110,1948,0,98177,625.0,77,679820.6006871697
3.0,1.5,1420,1192,2.0,3,1140,280,2008,0,98144,355.0,17,432741.2709871803
4.0,3.0,2890,6885,1.0,3,1590,1300,1945,0,98115,578.0,80,752544.9690433821
3.0,2.25,2760,10160,1.0,3,2760,0,1969,0,98058,690.0,56,526191.6264609152
3.0,2.25,1650,2958,2.0,3,1650,0,1985,0,98031,412.5,40,236582.18074746325
3.0,2.25,1590,7748,2.0,4,1590,0,1991,0,98003,397.5,34,226726.0833981005
3.0,3.5,1900,1612,2.0,3,1430,470,2008,0,98136,475.0,17,538380.1457140571
4.0,2.0,1670,9987,1.0,3,1670,0,1967,0,98001,334.0,58,235011.33321599558
4.0,2.0,1970,10500,1.0,3,1820,150,1961,0,98166,394.0,64,414721.935353494
3.0,2.5,2420,49928,2.0,3,1860,560,1985,0,98027,605.0,40,517382.8604522369
4.0,4.5,3850,13551,2.0,3,3000,850,1998,2,98006,770.0,27,1077118.924852258
3.0,2.0,1200,9566,1.0,3,1200,0,1995,0,98047,300.0,30,157514.24307975575
4.0,3.0,3150,7778,2.0,3,3150,0,2000,0,98075,630.0,25,772223.2456836953
3.0,3.0,2470,36445,2.0,4,2470,0,1980,0,98027,617.5,45,616407.4124596344
3.0,1.0,1000,19204,1.0,3,1000,0,1968,0,98042,250.0,57,82646.8220810123
4.0,2.25,2870,6280,1.5,4,1980,890,1905,0,98112,574.0,120,1084577.280036919
4.0,2.5,3480,59242,2.0,3,3480,0,1988,0,98072,696.0,37,778174.6648227263
2.0,1.0,1010,9219,1.0,4,1010,0,1960,0,98033,336.6666666666667,65,494821.5754238145
3.0,3.0,2600,5238,1.5,3,1890,710,1989,3,98198,650.0,36,546084.6948123097
4.0,1.0,1210,3760,1.5,3,1210,0,1900,0,98103,242.0,125,467847.8813083264
3.0,2.0,1470,20000,1.0,4,1470,0,1968,0,98092,367.5,57,220708.76226427447
2.0,2.5,2290,3507,2.0,3,2290,0,2005,0,98029,763.3333333333334,20,630972.0503397511
2.0,2.0,2280,641203,2.0,3,2280,0,1990,0,98070,760.0,35,438437.08987274417
3.0,1.75,2610,5544,1.5,3,1680,930,1934,0,98117,652.5,91,669292.2600961843
1.0,2.25,2140,10350,1.0,3,1470,670,1976,0,98072,1070.0,49,522056.1801193229
3.0,1.0,1390,6000,1.0,3,1390,0,1954,0,98056,347.5,71,271536.6892055997
5.0,2.5,2860,68519,2.0,5,2860,0,1958,0,98065,476.6666666666667,67,600621.1278277751
3.0,2.0,2020,8118,1.0,3,1020,1000,1963,0,98008,505.0,62,498737.94198553375
4.0,2.25,3500,13875,1.0,4,1830,1670,1938,4,98146,700.0,87,831448.0098800769
0.0,0.0,3064,4764,3.5,3,3064,0,1990,2,98102,3064.0,35,1038801.1789448396
2.0,1.0,1140,5500,1.0,3,1140,0,1947,0,98106,380.0,78,274111.3983228249
3.0,2.25,1640,7200,2.0,4,1640,0,1985,0,98007,410.0,40,578322.2772725899
3.0,1.75,1730,8400,1.0,4,1400,330,1980,0,98052,432.5,45,531200.0382495405
5.0,3.0,2257,10117,1.0,3,1363,894,2005,0,98188,376.1666666666667,20,264733.5130767768
3.0,1.5,2040,6000,1.0,3,1340,700,1957,0,98118,510.0,68,440114.89856534346
3.0,2.25,1270,1406,2.0,3,1060,210,2014,0,98105,317.5,11,666462.4348602982
3.0,2.25,1347,1292,3.0,3,1347,0,2010,0,98125,336.75,15,302733.3314261064
3.0,1.75,2680,8625,1.0,5,1590,1090,1974,0,98027,670.0,51,574114.6859038312
3.0,2.5,1720,4006,2.0,3,1720,0,1994,0,98029,430.0,31,493850.46381377225
3.0,3.5,3020,4082,2.0,3,2080,940,1954,0,98199,755.0,71,884473.2340066629
3.0,1.0,1690,4250,1.0,3,1020,670,1967,0,98178,422.5,58,208340.9983532963
3.0,3.75,1950,8625,1.0,3,1360,590,1959,0,98178,487.5,66,350174.43716224504
4.0,3.75,5070,60123,2.0,3,5070,0,2000,0,98053,1014.0,25,1204545.8277172851
3.0,1.0,1200,9800,1.0,4,1200,0,1971,0,98072,300.0,54,329772.51747867174
3.0,1.75,2050,3520,1.0,4,1070,980,1977,0,98136,512.5,48,529338.4904968386
3.0,2.25,1980,10115,1.0,3,1980,0,1959,0,98005,495.0,66,684390.1887796315
4.0,2.75,2340,11034,1.0,3,1720,620,1967,0,98155,468.0,58,480867.31969917373
3.0,2.0,1240,14404,1.0,3,1240,0,1988,0,98053,310.0,37,404314.91676286526
3.0,2.5,1680,2229,2.0,3,1680,0,2007,0,98155,420.0,18,373328.44817845215
3.0,1.75,1930,6360,1.0,3,1930,0,2013,0,98065,482.5,12,393466.2354167884
3.0,1.75,1180,14292,1.0,3,1180,0,1981,0,98045,295.0,44,215909.95837235427
4.0,2.5,3670,54450,2.0,3,3670,0,1999,0,98074,734.0,26,844778.5383543292
4.0,2.5,2050,2772,2.0,3,2050,0,2012,0,98029,410.0,13,542112.2963436675
4.0,1.0,1450,8960,1.0,3,1450,0,1943,0,98146,290.0,82,289895.87140776706
3.0,2.25,1420,1309,3.0,3,1420,0,2006,0,98103,355.0,19,497486.5143615665
3.0,1.75,2880,18296,1.0,3,1580,1300,1958,0,98168,720.0,67,446511.4521467882
3.0,1.0,950,4250,1.5,5,950,0,1948,0,98122,237.5,77,456613.96217216144
3.0,2.5,2020,1159,3.0,3,2020,0,2000,3,98103,505.0,25,791421.3653019189
3.0,2.5,3240,8016,2.0,3,2910,330,2004,0,98065,810.0,21,631402.8999593178
3.0,1.75,1940,7313,1.0,4,1440,500,1960,1,98136,485.0,65,608004.0704813509
3.0,1.5,1400,1022,3.0,3,1400,0,2007,0,98115,350.0,18,466278.1539932904
3.0,2.0,1340,1384,3.0,3,1340,0,2008,0,98103,335.0,17,473200.2531135373
4.0,3.0,3060,5000,2.0,3,3060,0,2001,0,98042,612.0,24,516351.0895402573
4.0,2.5,2520,7253,2.0,3,2520,0,1990,0,98059,504.0,35,488817.67187855113
4.0,3.25,5010,34460,2.0,3,5010,0,1988,0,98006,1002.0,37,1258441.3020587852
3.0,1.5,1460,11407,1.0,3,1460,0,1954,0,98155,365.0,71,339117.7512221163
4.0,2.0,2200,7700,1.0,3,1100,1100,1979,0,98058,440.0,46,279382.89213066956
4.0,2.5,1850,50662,1.0,3,1430,420,1978,0,98052,370.0,47,532455.5467608
3.0,1.75,1490,6930,1.0,4,1490,0,1990,0,98030,372.5,35,251540.32628127886
3.0,2.5,1710,2300,2.0,3,1570,140,2005,0,98052,427.5,20,510361.03084826417
3.0,1.75,2930,19876,1.0,3,2030,900,1993,0,98072,732.5,32,604067.3655368479
3.0,2.5,950,1110,2.0,3,950,0,2003,0,98102,237.5,22,487351.2458626361
6.0,3.5,3000,8401,1.0,3,1500,1500,1979,0,98125,428.57142857142856,46,557531.0834896206
5.0,2.5,2160,7737,2.0,3,2160,0,1998,0,98065,360.0,27,403506.04628050054
2.0,2.5,2560,2500,2.0,5,1690,870,1901,0,98112,853.3333333333334,124,1075075.0175864585
3.0,2.25,1680,57063,2.0,4,1680,0,1989,0,98045,420.0,36,326375.779240389
3.0,2.5,4310,32093,1.5,5,2510,1800,1982,4,98177,1077.5,43,1179717.3201902672
3.0,2.75,2550,11160,2.0,3,2550,0,1994,0,98155,637.5,31,565729.3550186827
2.0,1.75,1410,1005,1.5,3,900,510,2011,0,98029,470.0,14,388479.9631773411
1.0,0.75,560,12120,1.0,3,560,0,1967,0,98014,280.0,58,215370.25351041392
1.0,0.75,930,29258,1.0,3,930,0,1941,0,98178,465.0,84,145614.8189915917
4.0,3.5,3290,5414,2.0,3,2360,930,2006,1,98034,658.0,19,753407.2532286493
3.0,2.5,1780,7214,1.0,4,1400,380,1986,0,98030,445.0,39,298973.22416541824
7.0,3.5,2870,29699,1.0,3,1520,1350,1961,0,98125,358.75,64,533366.037015656
